Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AL,Int,Wis,Cha,Ego,Communication,Senses,Powers,MagicItems,FullText,Destruction,MinorArtifactFlag,MajorArtifactFlag,Abjuration,Conjuration,Divination,Enchantment,Evocation,Necromancy,Transmutation,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,LinkText,id,Mythic,LegendaryWeapon,Illusion,Universal,Scaling,IsIntelligentItem
Altar Of Erastil,"moderate abjuration, conjuration, and divination [good, lawful]",10,none,"10,000 gp","1,000 lbs.","This altar is a large stone hearth that is normally kept blazing and features a prominent image of Erastil wielding his sacred bow, using the holy weapon either in defense of a home or to hunt game for food. Praying at the altar grants a +2 circumstance bonus on Handle Animal and Heal checks, or one of the following magic weapon special abilities (worshiper's choice) to one magic weapon carried or wielded by the worshiper: animal-bane, conservingUE, huntsmanUE, or merciful. This effect is suppressed if the weapon leaves the worshiper's grasp, but resumes if the weapon is returned to the worshiper.","Craft Wondrous Item, abundant ammunitionUC, cure light wounds,  detect animals or plants, magic circle against chaos, magic circle  against evil, summon monster I, creator must worship Erastil","5,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Erastil</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration, conjuration, and divination [good, lawful]; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>10,000 gp; <b>Weight </b>1,000 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is a large stone hearth that is normally kept blazing and features a prominent image of Erastil wielding his sacred bow, using the holy weapon either in defense of a home or to hunt game for food. Praying at the altar grants a +2 circumstance bonus on Handle Animal and Heal checks, or one of the following magic weapon special abilities (worshiper's choice) to one magic weapon carried or wielded by the worshiper: <i>animal-bane</i>, conserving<sup>UE</sup>, huntsman<sup>UE</sup>, or <i>merciful</i>. This effect is suppressed if the weapon leaves the worshiper's grasp, but resumes if the weapon is returned to the worshiper.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>abundant ammunition<sup>UC</sup></i>, <i>cure light wounds</i>,  <i>detect animals or plants</i>, <i>magic circle against chaos</i>, <i>magic circle  against evil</i>, <i>summon monster I</i>, creator must worship Erastil; <b>Cost </b>5,000 gp</h5></div>",,0,0,1,1,1,0,0,0,0,moderate,1000,10000,5000,,,NULL,3211,0,0,0,0,,0
Altar Of Gorum,moderate abjuration and transmutation [chaotic],10,none,"8,000 gp",750 lbs.,"This altar is an iron platform and frame designed to support a heavy suit of spiked armor and weapons, typically mounted in the shape of a massively imposing, 8-foot-tall warrior. Praying at the altar grants a +4 morale bonus on saves against fear effects, and any non-masterwork iron or steel weapon the worshiper wields is treated as if it were masterwork.","Craft Wondrous Item, magic circle against law, masterwork  transformationUM, remove fear, creator must worship Gorum","4,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Gorum</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and transmutation [chaotic]; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>8,000 gp; <b>Weight </b>750 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is an iron platform and frame designed to support a heavy suit of spiked armor and weapons, typically mounted in the shape of a massively imposing, 8-foot-tall warrior. Praying at the altar grants a +4 morale bonus on saves against fear effects, and any non-<i>masterwork</i> iron or steel weapon the worshiper wields is treated as if it were <i>masterwork</i>.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>magic circle against law</i>, <i>masterwork  transformation<sup>UM</sup></i>, <i>remove fear</i>, creator must worship Gorum; <b>Cost </b>4,000 gp</h5></div>",,0,0,1,0,0,0,0,0,1,moderate,750,8000,4000,,,NULL,3212,0,0,0,0,,0
Altar Of Gozreh,moderate abjuration and transmutation,10,none,"8,000 gp","1,000 lbs.","This altar is made of rough-hewn stone, weathered whale bone, or ancient wood, usually standing over or next to a body of natural water and featuring carvings of Gozreh in one or both aspects. Unlike with most altars, its magic circle effect is aligned against one alignment component appropriate to the interests of the temple. Praying at the altar grants a +4 resistance bonus on saving throws against weather effects and a +2 circumstance bonus on Fly, Profession (sailor), and Swim checks.","Craft Wondrous Item, control water, control winds, guidance,  magic circle against chaos/evil/good/law (as appropriate),  creator must worship Gozreh","4,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Gozreh</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and transmutation; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>8,000 gp; <b>Weight </b>1,000 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is made of rough-hewn stone, weathered whale bone, or ancient wood, usually standing over or next to a body of natural water and featuring carvings of Gozreh in one or both aspects. Unlike with most altars, its <i>magic circle</i> effect is aligned against one alignment component appropriate to the interests of the temple. Praying at the altar grants a +4 resistance bonus on saving throws against weather effects and a +2 circumstance bonus on Fly, Profession (sailor), and Swim checks.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>control water</i>, <i>control winds</i>, <i>guidance</i>,  <i>magic circle against chaos/evil/good/law (as appropriate)</i>,  creator must worship Gozreh; <b>Cost </b>4,000 gp</h5></div>",,0,0,1,0,0,0,0,0,1,moderate,1000,8000,4000,,,NULL,3213,0,0,0,0,,0
Altar Of Iomedae,"moderate abjuration and transmutation [lawful, good]",10,none,"8,000 gp","1,000 lbs.","This altar is a marble slab engraved with images of the Acts of Iomedae (see page 81), with a longsword bearing a continual flame spell mounted atop it. Praying at the altar grants a +1 morale bonus on attack rolls and saves against fear effects.","Craft Wondrous Item, bless, magic circle against chaos, magic  circle against evil, creator must worship Iomedae","4,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Iomedae</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and transmutation [lawful, good]; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>8,000 gp; <b>Weight </b>1,000 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is a marble slab engraved with images of the Acts of Iomedae (see page 81), with a longsword bearing a <i>continual flame</i> spell mounted atop it. Praying at the altar grants a +1 morale bonus on attack rolls and saves against fear effects.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>bless</i>, <i>magic circle against chaos</i>, <i>magic  circle against evil</i>, creator must worship Iomedae; <b>Cost </b>4,000 gp</h5></div>",,0,0,1,0,0,0,0,0,1,moderate,1000,8000,4000,,,NULL,3214,0,0,0,0,,0
Altar Of Irori,moderate abjuration and transmutation [lawful],10,none,"8,000 gp",150 lbs.,This altar is a wooden scroll rack whose top is engraved with Irori's holy symbol. Praying at the altar grants a +3 bonus on any skill check for which the worshiper takes 10 instead of rolling the check.,"Craft Wondrous Item, guidance, magic circle against chaos,  creator must worship Irori","4,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Irori</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and transmutation [lawful]; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>8,000 gp; <b>Weight </b>150 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is a wooden scroll rack whose top is engraved with Irori's holy symbol. Praying at the altar grants a +3 bonus on any skill check for which the worshiper takes 10 instead of rolling the check.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>guidance</i>, <i>magic circle against chaos</i>,  creator must worship Irori; <b>Cost </b>4,000 gp</h5></div>",,0,0,1,0,0,0,0,0,1,moderate,150,8000,4000,,,NULL,3215,0,0,0,0,,0
Altar Of Lamashtu,"moderate abjuration and transmutation [chaotic, evil]",10,none,"10,000 gp",500 lbs.,"This altar is a flat rock covered in images of ferocious monsters such as gnolls and adorned with a venerable beast's skull, especially that of a jackal or hyena. Praying at the altar grants the creature the effects of magic fang on one of its natural weapons (a worshiper with a familiar, animal companion, eidolon, or similar companion creature may instead pass this blessing on to that creature).","Craft Wondrous Item, magic circle against good, magic circle  against law, magic fang, creator must worship Lamashtu","5,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Lamashtu</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and transmutation [chaotic, evil]; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>10,000 gp; <b>Weight </b>500 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is a flat rock covered in images of ferocious monsters such as gnolls and adorned with a venerable beast's skull, especially that of a jackal or hyena. Praying at the altar grants the creature the effects of <i>magic fang</i> on one of its natural weapons (a worshiper with a familiar, animal companion, eidolon, or similar companion creature may instead pass this blessing on to that creature).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>magic circle against good</i>, <i>magic circle  against law</i>, <i>magic fang</i>, creator must worship Lamashtu; <b>Cost </b>5,000 gp</h5></div>",,0,0,1,0,0,0,0,0,1,moderate,500,10000,5000,,,NULL,3216,0,0,0,0,,0
Altar Of Nethys,moderate abjuration and transmutation,10,none,"8,000 gp",500 lbs.,"This altar is a deceptively complex, many-chambered scroll rack or bookshelf capable of securing dozens of documents. Unlike most altars, its magic circle effects a re a ligned against one o r two alignment components (such as only good or both evil and law) appropriate to the interests of the temple. Praying at the altar grants a +2 circumstance bonus on Knowledge (arcana), Perception, Spellcraft, and Use Magic Device checks; in addition, the worshiper selects one spell or spell-like ability it can cast and treats its caster level as 1 higher than normal when casting that spell.","Craft Wondrous Item, Heighten Spell, guidance, magic circle  against chaos/evil/good/law (as appropriate), creator must  worship Nethys","4,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Nethys</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and transmutation; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>8,000 gp; <b>Weight </b>500 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is a deceptively complex, many-chambered scroll rack or bookshelf capable of securing dozens of documents. Unlike most altars, its <i>magic circle</i> effects a re a ligned against one o r two alignment components (such as only good or both evil and law) appropriate to the interests of the temple. Praying at the altar grants a +2 circumstance bonus on Knowledge (arcana), Perception, Spellcraft, and Use Magic Device checks; in addition, the worshiper selects one spell or spell-like ability it can cast and treats its caster level as 1 higher than normal when casting that spell.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, Heighten Spell, <i>guidance</i>, <i>magic circle  against chaos/evil/good/law (as appropriate)</i>, creator must  worship Nethys; <b>Cost </b>4,000 gp</h5></div>",,0,0,1,0,0,0,0,0,1,moderate,500,8000,4000,,,NULL,3217,0,0,0,0,,0
Altar Of Norgorber,moderate abjuration and enchantment [evil],10,none,"10,000 gp",250 lbs.,"This altar is a lead-lined chest covered in dark fabric and a false cover, usually built into the floor or wall so that it can be easily concealed when not in use. Praying at the altar grants a +2 circumstance bonus on Bluff, Disguise, Sleight of Hand, and Stealth checks. The creature can choose to expend this blessing before the duration expires to cast false alibi* (DC 14), but the spell's DC decreases by 1 for every 4 hours that have passed since praying at the altar.","Craft Wondrous Item, false alibi*, magic circle against good,  creator must worship Norgorber","5,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Norgorber</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and enchantment [evil]; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>10,000 gp; <b>Weight </b>250 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is a lead-lined chest covered in dark fabric and a false cover, usually built into the floor or wall so that it can be easily concealed when not in use. Praying at the altar grants a +2 circumstance bonus on Bluff, Disguise, Sleight of Hand, and Stealth checks. The creature can choose to expend this blessing before the duration expires to cast <i>false alibi</i>* (DC 14), but the spell's DC decreases by 1 for every 4 hours that have passed since praying at the altar.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>false alibi*</i>, <i>magic circle against good</i>,  creator must worship Norgorber; <b>Cost </b>5,000 gp</h5></div>",,0,0,1,0,0,1,0,0,0,moderate,250,10000,5000,,,NULL,3218,0,0,0,0,,0
Altar Of Pharasma,moderate abjuration and conjuration,7,none,"5,380 gp","1,000 lbs.","This altar is an ornate marble memorial to the dead and unborn, featuring abstract sculptures of the Lady of Graves in each of her aspects as midwife, prophet, and judge of souls.  Instead of a magic circle, it is warded by a hallow effect.  Praying at the altar grants a +2 circumstance bonus on Heal and Knowledge (religion) checks, as well as the undead-bane magic weapon special ability to one weapon carried or wielded by the worshiper; this effect is suppressed if the weapon leaves the worshiper's grasp but resumes if the weapon is returned to the worshiper.","Craft Wondrous Item, hallow, summon monster I, creator must  worship Pharasma","5,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Pharasma</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and conjuration; <b>CL </b>7th</h5><h5><b>Slot </b>none; <b>Price </b>5,380 gp; <b>Weight </b>1,000 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is an ornate marble memorial to the dead and unborn, featuring abstract sculptures of the Lady of Graves in each of her aspects as midwife, prophet, and judge of souls.</p><p>Instead of a <i>magic circle</i>, it is warded by a <i>hallow</i> effect.</p><p>Praying at the altar grants a +2 circumstance bonus on Heal and Knowledge (religion) checks, as well as the <i>undead-bane</i> magic weapon special ability to one weapon carried or wielded by the worshiper; this effect is suppressed if the weapon leaves the worshiper's grasp but resumes if the weapon is returned to the worshiper.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>hallow</i>, <i>summon monster I</i>, creator must  worship Pharasma; <b>Cost </b>5,000 gp</h5></div>",,0,0,1,1,0,0,0,0,0,moderate,1000,5380,5000,,,NULL,3219,0,0,0,0,,0
Altar Of Rovagug,"moderate abjuration and transmutation [chaotic, evil]",10,none,"10,000 gp",150 lbs.,This altar is usually built around the lip of a pit that resembles a linked ring of claws and fangs made from copper. Praying at the altar grants a +1 bonus on damage rolls and a +2 bonus on attack rolls to confirm critical threats.,"Craft Wondrous Item, keen edge, magic circle against good,  magic circle against law, creator must worship Rovagug","5,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Rovagug</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and transmutation [chaotic, evil]; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>10,000 gp; <b>Weight </b>150 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is usually built around the lip of a pit that resembles a linked ring of claws and fangs made from copper. Praying at the altar grants a +1 bonus on damage rolls and a +2 bonus on attack rolls to confirm critical threats.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>keen edge</i>, <i>magic circle against good</i>,  <i>magic circle against law</i>, creator must worship Rovagug; <b>Cost </b>5,000 gp</h5></div>",,0,0,1,0,0,0,0,0,1,moderate,150,10000,5000,,,NULL,3220,0,0,0,0,,0
Altar Of Sarenrae,"moderate abjuration and conjuration [good, healing]",10,none,"8,000 gp",750 lbs.,"This altar consists of a large, 6-foot-tall golden statue of Sarenrae as she is represented in her holy symbol. The altar is typically illuminated by a sacred brazier lit beneath the towering statue, causing it to cast a looming, solemn shadow on the ceiling overhead. Praying at the altar grants a +1 bonus on Fortitude saves and increases the benefits of any healing effects that target the worshiper by +1 caster level.","Craft Wondrous Item, cure light wounds, magic circle against  evil, resistance, creator must worship Sarenrae","4,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Sarenrae</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and conjuration [good, healing]; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>8,000 gp; <b>Weight </b>750 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar consists of a large, 6-foot-tall golden statue of Sarenrae as she is represented in her holy symbol. The altar is typically illuminated by a sacred brazier lit beneath the towering statue, causing it to cast a looming, solemn shadow on the ceiling overhead. Praying at the altar grants a +1 bonus on Fortitude saves and increases the benefits of any healing effects that target the worshiper by +1 caster level.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>cure light wounds</i>, <i>magic circle against  evil</i>, <i>resistance</i>, creator must worship Sarenrae; <b>Cost </b>4,000 gp</h5></div>",,0,0,1,1,0,0,0,0,0,moderate,750,8000,4000,,,NULL,3221,0,0,0,0,,0
Altar Of Shelyn,moderate abjuration and transmutation [good],10,none,"8,000 gp",150 lbs.,"This altar is a wooden frame or display case for showing art or musical instruments. Praying at the altar grants a +2 circumstance bonus on Craft, Diplomacy, and Perform checks, and a +1 morale bonus on Will saving throws.","Craft Wondrous Item, guidance, magic circle against evil,  resistance, creator must worship Shelyn","4,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Shelyn</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and transmutation [good]; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>8,000 gp; <b>Weight </b>150 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is a wooden frame or display case for showing art or musical instruments. Praying at the altar grants a +2 circumstance bonus on Craft, Diplomacy, and Perform checks, and a +1 morale bonus on Will saving throws.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>guidance</i>, <i>magic circle against evil</i>,  <i>resistance</i>, creator must worship Shelyn; <b>Cost </b>4,000 gp</h5></div>",,0,0,1,0,0,0,0,0,1,moderate,150,8000,4000,,,NULL,3222,0,0,0,0,,0
Altar Of Torag,"moderate abjuration and transmutation [good, lawful]",10,none,"10,000 gp",500 lbs.,"This altar is a large anvil covered in intricate carvings of Torag's works. Praying at the altar grants a +1 enhancement bonus to a suit of armor, shield, or piece of clothing (as magic vestment) and a +2 circumstance bonus on Craft checks.","Craft Wondrous Item, guidance, magic circle against chaos,  magic circle against evil, magic vestment, creator must  worship Torag","5,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Torag</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and transmutation [good, lawful]; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>10,000 gp; <b>Weight </b>500 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is a large anvil covered in intricate carvings of Torag's works. Praying at the altar grants a +1 enhancement bonus to a suit of armor, shield, or piece of clothing (as <i>magic</i> vestment) and a +2 circumstance bonus on Craft checks.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>guidance</i>, <i>magic circle against chaos</i>,  <i>magic circle against evil</i>, <i>magic vestment</i>, creator must  worship Torag; <b>Cost </b>5,000 gp</h5></div>",,0,0,1,0,0,0,0,0,1,moderate,500,10000,5000,,,NULL,3223,0,0,0,0,,0
Altar Of Urgathoa,moderate abjuration and necromancy [evil],10,none,"8,000 gp",500 lbs.,"This altar is a large sculpted table or slab for ceremonial feasts.  Praying at the altar grants a +2 circumstance bonus on saving throws against death effects, disease, energy drain, and negative energy effects; an undead worshiper instead gains 5 temporary hit points.","Craft Wondrous Item, death ward, false life, magic circle against  good, creator must worship Urgathoa","4,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Urgathoa</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and necromancy [evil]; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>8,000 gp; <b>Weight </b>500 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is a large sculpted table or slab for ceremonial feasts.</p><p>Praying at the altar grants a +2 circumstance bonus on saving throws against death effects, disease, energy drain, and negative energy effects; an undead worshiper instead gains 5 temporary hit points.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>death ward</i>, <i>false life</i>, <i>magic circle against  good</i>, creator must worship Urgathoa; <b>Cost </b>4,000 gp</h5></div>",,0,0,1,0,0,0,0,1,0,moderate,500,8000,4000,,,NULL,3224,0,0,0,0,,0
Altar Of Zon-Kuthon,"moderate abjuration and enchantment [evil, lawful]",10,none,"8,000 gp",150 lbs.,"This altar is a veiled box of thick steel designed to house ritual implements of torture and self-mutilation in perfect darkness.  Praying at the altar grants the worshiper a +2 competence bonus on attack rolls, weapon damage rolls, and saving throws for 1 minute whenever the worshiper takes damage or is the target of a pain effect during the next 24 hours after praying at the altar. Multiple sources of damage or pain reset this duration rather than stack.","Craft Wondrous Item, magic circle against chaos, magic circle  against good, rage, creator must worship Zon-Kuthon","4,000 gp",Wondrous Item,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Altar Of Zon-Kuthon</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and enchantment [evil, lawful]; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>8,000 gp; <b>Weight </b>150 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This altar is a veiled box of thick steel designed to house ritual implements of torture and self-mutilation in perfect darkness.</p><p>Praying at the altar grants the worshiper a +2 competence bonus on attack rolls, weapon damage rolls, and saving throws for 1 minute whenever the worshiper takes damage or is the target of a pain effect during the next 24 hours after praying at the altar. Multiple sources of damage or pain reset this duration rather than stack.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>magic circle against chaos</i>, <i>magic circle  against good</i>, <i>rage</i>, creator must worship Zon-Kuthon; <b>Cost </b>4,000 gp</h5></div>",,0,0,1,0,0,1,0,0,0,moderate,150,8000,4000,,,NULL,3225,0,0,0,0,,0
All-Seeing Armor,faint divination,3,armor,"5,570 gp",25 lbs.,"This +1 chain shirt is made of shiny, bright rings on the left side and dull, dark rings on the right. The church of Nethys uses suits of all-seeing armor to help Nethysians explore and catalog ancient libraries. At will, the wearer can use detect magic and read magic. Once per day, the wearer can use comprehend languages.","Craft Magic Arms and Armor, comprehend languages, detect magic, read magic","2,910 gp",Armor,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">All-Seeing Armor</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint divination; <b>CL </b>3rd</h5><h5><b>Slot </b>armor; <b>Price </b>5,570 gp; <b>Weight </b>25 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This <i>+1 chain shirt</i> is made of shiny, bright rings on the left side and dull, dark rings on the right. The church of Nethys uses suits of <i>all-seeing armor</i> to help Nethysians explore and catalog ancient libraries. At will, the wearer can use <i>detect magic</i> and <i>read magic</i>. Once per day, the wearer can use <i>comprehend languages</i>.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>comprehend languages</i>, <i>detect magic</i>, <i>read magic</i>; <b>Cost </b>2,910 gp</h5></div>",,0,0,0,0,1,0,0,0,0,faint,25,5570,2910,,+1 chain shirt,NULL,3226,0,0,0,0,,0
Armor Of The Unquenchable Fire,moderate conjuration and enchantment,8,armor,"4,840 gp",40 lbs.,"This blue-black +1 defiantUE chainmail has a metal badge depicting Calistria's three-dagger symbol fused to it. Each of these suits of armor is crafted with a particular type of foe in mind for the defiant property, as appropriate for the vengeance the original crafter sought. Once per day, the wearer can use charm person (lasting 1 hour).","Craft Magic Arms and Armor, charm person, summon monster I","2,570 gp",Armor,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Armor Of The Unquenchable Fire</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate conjuration and enchantment; <b>CL </b>8th</h5><h5><b>Slot </b>armor; <b>Price </b>4,840 gp; <b>Weight </b>40 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This blue-black <i>+1</i> <i>defiant</i><sup>UE</sup> <i>chainmail</i> has a metal badge depicting Calistria's three-dagger symbol fused to it. Each of these suits of armor is crafted with a particular type of foe in mind for the <i>defiant</i> property, as appropriate for the vengeance the original crafter sought. Once per day, the wearer can use <i>charm person</i> (lasting 1 hour).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>charm person</i>, <i>summon monster I</i>; <b>Cost </b>2,570 gp</h5></div>",,0,0,0,1,0,1,0,0,0,moderate,40,4840,2570,,+1 defiant chainmail,NULL,3227,0,0,0,0,,0
